ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Ostertagia harrisi ,,0,,-1,3,-1,1,,VR,42677,,,,0,Ostertagia harrisi      ,1460,Ostertagia harrisi      ,2,nematode parasitizes gazelle,"Boomker et al., 1987",,VR,42677,,,,
Ostertagia kenyensis ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia kenyensis      ,22,Ostertagia kenyensis      ,1,genus renamed? Nematode that parasitizes artiodactyls,Hoberg and Abrams 2008,,VR,42677,,,,
Ostertagia leptospicularis ,,0,,-1,1,-1,1,,VR,42677,,,,0,Ostertagia leptospicularis      ,448,Ostertagia leptospicularis      ,53,nematode found in deer and more rarely in cattle,"Suarez et al., 1991",,VR,42677,,,,
Ostertagia mossi ,,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia mossi      ,126,Ostertagia mossi      ,5,"nematod parasitizes cervids, minor morphotype was previously named O. Dikmansi","Hoberg et al., 1993",,VR,42677,,,,
Ostertagia ningshannensis ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia ningshannensis      ,1,Ostertagia ningshannensis      ,0,nematode parasitizes takin,Liu 1988,NEED,VR,42677,,,,
Ostertagia pinnata ,,0,,-1,3,-1,2,,VR,42677,,,,0,Ostertagia pinnata      ,92,Ostertagia pinnata      ,4,nematode parasitizes cattle and sheep,Becklund and Walker 1971,,VR,42677,,,,
Ostertagia arctica ,,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia arctica      ,149,Ostertagia arctica      ,12,nematode parasite of Reindeer and Caribou,"Dallas et al., 2000",,VR,42677,,,,
Ostertagia dikmansi ,,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia dikmansi      ,84,Ostertagia dikmansi      ,6,abomasal nematode of white-tailed deer,Becklund and Walker 1968,,VR,42677,,,,
Ostertagia drozdzi ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia drozdzi      ,34,Ostertagia drozdzi      ,4,"synonym of O. ryjikovi, helminth parasite of wild deer","Santin-Duran et al., 2008",,VR,42677,,,,
Ostertagia gruehneri ,,0,,-1,,-1,2,,VR,42677,,,,0,Ostertagia gruehneri      ,209,Ostertagia gruehneri      ,25,"through water, vegetation or food contact","Dallas et al., 2000",,VR,42677,,,,
Ostertagia hamata ,,0,,,,-1,3,,VR,42677,,,,0,Ostertagia hamata      ,51,Ostertagia hamata      ,3,,Boomker and Horak 1992,,VR,42677,,,,
Ostertagia kolchida ,,0,,-1,3,-1,2,,VR,42677,,,,0,Ostertagia kolchida      ,222,Ostertagia kolchida      ,27,"nematode parasite of deer, Santin-Duran lists several of these as helminths, others as nematodes. Pilarczyk et al. 2005 list as a nematode","Lichtenfels et al., 1988",,VR,42677,,,,
Ostertagia lyrata ,,0,,,,-1,2,,VR,42677,,,,,Ostertagia lyrata      ,438,Ostertagia lyrata      ,32,helminth parasite of cattle,"Gasnier et al., 1993",,VR,42677,,,,
Ostertagia ostertagi ,,0,,2,1,2,1,,VR,42677,2,1,"Acha vol II, pg 299: two human cases in Iran and one in Azerbaijan.  GIDEON also reports O. ostertagi in Iran.  Ghadirian & Arfaa 1973: found O. ostertagi in a boy whose family used to keep a horse, a cow, a sheep, and a goat in the house.  Also found in a 17-year old girl whose family kept a few cows in the house.  Quite rare, seems very likely that it came from the animals, who were infected",0,Ostertagia ostertagi      ,6990,Ostertagia ostertagi      ,951,"nematode parasite of cattle and goats, fecally transmitted, human cases reported from eating unwashed veg",Ghadirian and Arfaa 1973,,VR,42677,,Ghadirian & Arfaa 1973,,
Ostertagia ryjikovi ,,0,,,,-1,3,,VR,42677,,,,0,Ostertagia ryjikovi      ,24,Ostertagia ryjikovi      ,4,,"Santin-Duran et al., 2008",,VR,42677,,,,
Ostertagia trifurcata ,,0,,,,-1,1,,VR,42677,,,,0,Ostertagia trifurcata      ,960,Ostertagia trifurcata      ,34,found in cattle and deer,El-Azazy 1995,,VR,42677,,,,
Ostertagia triquetra ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia triquetra      ,8,Ostertagia triquetra      ,1,"nematode parasite, host is grey rhebok ",Boomker and Durette-Desset 2003,,VR,42677,,,,
Ostracodinium gracile ,,0,,-1,3,-1,2,,VR,42677,,,,0,Ostracodinium gracile      ,111,Ostracodinium gracile      ,7,rumen ciliate,"Gocmen et al., 2003",,VR,42677,,,,
Ostracodinium mammosum ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostracodinium mammosum      ,45,Ostracodinium mammosum      ,5,rumen ciliate,Clarke 1964,yes,VR,42677,,,,
Ostracodinium trivesiculatum ,,0,,-1,3,-1,3,,VR,42677,,,,0,Ostracodinium trivesiculatum      ,48,Ostracodinium trivesiculatum      ,1,rumen ciliate,Dehority 1985,,VR,42677,,,,
Otodectes cynotis ,,0,,-1,1,-1,1,,VR,42677,,,,0,Otodectes cynotis      ,1690,Otodectes cynotis      ,100,"ear mite, common in dog. Has been known to bite, but not infest, humans","Sotiraki et al., 2001",,VR,42677,,,,
Otostrongylus circumlitus ,,0,,-1,1,-1,2,,VR,42677,,,,0,Otostrongylus circumlitus      ,185,Otostrongylus circumlitus      ,18,nematode parasitizes pinnipeds,"Bergeron et al., 1997",,VR,42677,,,,
Oxynema crassispiculum ,,0,,-1,3,-1,3,,VR,42677,,,,0,Oxynema crassispiculum      ,23,Oxynema crassispiculum      ,1,nematode parasite of foxes,"Di Cerbo et al., 2008",,VR,42677,,,,
Oxyuris equi ,,0,,-1,1,-1,1,,VR,42677,,,,0,Oxyuris equi      ,1720,Oxyuris equi      ,70,pinworm affecting horses,Wetzel 1930,,VR,42677,,,,
Oxyuris karamoja ,,0,,-1,3,-1,3,,VR,42677,,,,0,Oxyuris karamoja      ,29,Oxyuris karamoja      ,1,rhinocerous helminth,Knapp et al. 1997,,VR,42677,,,,
Oxyuronema atelophorum ,,0,,-1,3,-1,3,,VR,42676,,,,0,Oxyuronema atelophorum      ,2,Oxyuronema atelophorum      ,0,spider monkey helminth,Toft II 1982,,VR,42676,,,,
Pachysentis canicola ,,0,,-1,1,-1,2,,VR,42676,,,,0,Pachysentis canicola      ,46,Pachysentis canicola      ,2,acanthocephalan of canids and mustelids,Bolette 1997,,VR,42676,,,,
Paenibacillus alvei ,,0,,0,2,0,1,,VR,42676,,,,0,Paenibacillus alvei      ,1540,Paenibacillus alvei      ,61,"formerly Bacillus alvei, mostly isolated in bees, does infect humans, but transmission seems to be nosocomial.  Several cases reported of infection from medical equipment",DeLeon and Welliver 2016,,VR,42676,,,,
Pangorillalges gorillae ,,0,,-1,3,-1,3,,VR,42676,,,,0,Pangorillalges gorillae      ,6,Pangorillalges gorillae      ,0,gorillae soft-bodied mite,Bochkov and O'Connor 2010,,VR,42676,,,,
Pangorillalges pani ,,0,,-1,3,-1,3,,VR,42676,,,,0,Pangorillalges pani      ,6,Pangorillalges pani      ,0,champanzee mite,Bochkov and Grootaert 2014,,VR,42676,,,,
Panine herpesvirus ,,0,,-1,3,-1,3,,VR,42676,,,,0,Panine herpesvirus      ,101,Panine herpesvirus      ,0,"formerly Pongine herpesvirus 1/4 (Davison et al. 2009), affects chimps, could find no record of human transmission",Davison 2012,,VR,42676,,,,
Pantoea agglomerans ,,0,,0,1,0,1,,VR,42676,,,,0,Pantoea agglomerans      ,14400,Pantoea agglomerans      ,911,"bacteria commonly infecting humans after plant trauma (thorns, splinters, etc.), formerly Enterobacter agglomerans, animals also can be infected but the bacteria seems to be nosocomial.  Could not find records of mammal to human transmission","Cruz et al., 2007",,VR,42676,,,,
Papiine herpesvirus 2     ,,0,,-1,1,1,1,,VR,42676,,,,0,Papiine herpesvirus 2     ,3870,Papiine herpesvirus 2     ,4,,"Brush et al., 2014",,VR,42676,,,,
Papillomavirus Bovine papillomavirus     ,,0,,-1,1,-1,1,,VR,42676,,,,0,Papillomavirus Bovine papillomavirus     ,70000,Papillomavirus Bovine papillomavirus     ,1681,"affects cattle, no human transmission",Munday 2014,,VR,42676,,,,
Papio hamadryas adenovirus 1    ,,0,,-1,2,-1,2,,VR,42676,,,,0,Papio hamadryas adenovirus 1    ,249,Papio hamadryas adenovirus 1    ,0,Hamadryas baboon adenovirus,Wevers et al. 2011,,VR,42676,,,,
Parabronema pecariae ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parabronema pecariae      ,23,Parabronema pecariae      ,1,nematode parasitizes peccaries,Vicente et al. 2000,,VR,42676,,,,
Parabronema roundi ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parabronema roundi      ,64,Parabronema roundi      ,1,helminth found in rhinocerous,Knapp et al. 1997,,VR,42676,,,,
Parabronema skrjabini ,,0,,-1,2,-1,2,,VR,42676,,,,0,Parabronema skrjabini      ,171,Parabronema skrjabini      ,8,"gastrointestinal nematode found in camel, sheep, and goats","Borji et al., 2010",,VR,42676,,,,
Parabronema bonnei ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parabronema bonnei      ,21,Parabronema bonnei      ,0,"formerly Squamanema bonnei, found in wild howlers","Stuart et al., 1998",,VR,42676,,,,
Paraceras melis ,,0,,flea vector,1,-1,2,,VR,42676,,,,0,Paraceras melis      ,167,Paraceras melis      ,8,"badger flea, vector of Trypanosoma pestanai to European badger","Cox et al., 1999",,VR,42676,,,,
Paracoccidioides brasiliensis ,,0,,0,1,0,1,,VR,42676,,,,0,Paracoccidioides brasiliensis      ,15100,Paracoccidioides brasiliensis      ,1699,"most prevalent systemic mycosis in Latin America, nosocomial, Acha claims no known cases of transmission from one individual to another (Vol 1 pg. 313)","Borges-Walmsley et al., 2002",,VR,42676,,,,
Paracooperia devossi ,,0,,-1,3,-1,3,,VR,42676,,,,0,Paracooperia devossi      ,13,Paracooperia devossi      ,0,african helminth found in kudu and bushbuck,Boomker and Kingsley 1984,,VR,42676,,,,
Paracooperia horaki ,,0,,-1,3,-1,3,,VR,42676,,,,0,Paracooperia horaki      ,12,Paracooperia horaki      ,1,intestinal helminth of nyala,Boomker 1986,,VR,42676,,,,
Paracooperia serrata ,,0,,-1,3,-1,3,,VR,42676,,,,0,Paracooperia serrata      ,38,Paracooperia serrata      ,0,Springbok helminth,Boomker et al. 2000,,VR,42676,,,,
Paracooperioides peleae ,,0,,-1,3,-1,3,,VR,42676,,,,0,Paracooperioides peleae      ,16,Paracooperioides peleae      ,2,"helminth parasite of ribbok, reedbuck, and gray rhebok","Boomker et al., 1981",,VR,42676,,,,
Paracoroptes allenopitheci ,,0,,,,-1,3,,VR,42676,,,,0,Paracoroptes allenopitheci      ,3,Paracoroptes allenopitheci      ,0,,Bochkov and Grootaert 2014,,VR,42676,,,,
Paracoroptes gordoni ,,0,,,,-1,3,,VR,42676,,,,0,Paracoroptes gordoni      ,3,Paracoroptes gordoni      ,0,,Bochkov and Grootaert 2014,,VR,42676,,,,
Parafasciolopsis fasciolaemorpha ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parafasciolopsis fasciolaemorpha      ,149,Parafasciolopsis fasciolaemorpha      ,4,liver fluke of cervids,Mathies Jr. and Cort 1956,,VR,42676,,,,
Parafilaria antipini ,,0,,-1,3,-1,3,,VR,42676,,,,1,Parafilaria antipini      ,17,Parafilaria antipini      ,0,"cervid nematode, usually found in hypodermic tissue",Patnaik and Pande 1963,,VR,42676,,,,
Parafilaria bassoni ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parafilaria bassoni      ,13,Parafilaria bassoni      ,1,found in springbok buffalo,Keet et al. 1997,,VR,42676,,,,
Parafilaria bovicola ,,0,,2,3,2,2,,VR,42676,2,2,"Vector-borne (Musca genus flies) nematode, usually affects cattle.  Bhaibulaya et al. 2004 report finding a ""young adult female"" P. bovicola from the eye of a human.  Infected man owned a coffee plantation and kept chickens, pigs, cattle, and dogs.  Parafiliaria bovicola identified based on morphological traits.  Possibly only one human case?  Abstract notes that ""P. bovicola has caused damage to the meat industry in many countries and has caused disease in humans"" but no citation given for this in the actual paper.",1,Parafilaria bovicola      ,439,Parafilaria bovicola      ,41,"one case of a nematode removed from a human eye (Bhaibulaya, Yoolek, and Kobkijcharoen), usually found in cattle ","Bhaibulaya et al., 2004",NEED,VR,42676,,Bhaibulaya et al. 2004,,
Parafilaroides decorus ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parafilaroides decorus      ,175,Parafilaroides decorus      ,3,found in sea lions,Dailey 1970,,VR,42676,,,,
Parafilaroides gymnurus ,,0,,,,-1,3,,VR,42676,,,,0,Parafilaroides gymnurus      ,89,Parafilaroides gymnurus      ,10,,Gosselin and Measures 1997,,VR,42676,,,,
Parafilaroides normani ,,0,,-1,3,-1,3,,VR,42676,,,,0,Parafilaroides normani      ,46,Parafilaroides normani      ,2,found in fur seals,"Jabbar et al., 2014",,VR,42676,,,,
Paragonimus heterotremus ,,0,,0/2,1,0,1,,VR,42676,,,,1,Paragonimus heterotremus      ,632,Paragonimus heterotremus      ,50,Eating raw- undercooked crayfishes or crabs,"Devi et al., 2007",,VR,42676,,,,
Paragonimus mexicanus ,,0,,0/2,1,0,1,,VR,42675,,,,1,Paragonimus mexicanus      ,525,Paragonimus mexicanus      ,18,http://www.ajtmh.org/content/31/3/522.long,NEED,,VR,42675,,,,
Paragonimus miyazakii ,,0,,2,1,2,2,,VR,42675,2,2,"According to Acha, this parasitizes humans, wild carnivores, swine, and experimentally, dogs, cats, and rodents.  Suggestion that human infection comes from eating raw/undercooked wild boar meat, but not specified as to whether this is from P. westermani or P. miyazaki.  From GIDEON, P. miyazakii infects crab-eating mammals (including boar and marten) in Japan.  The crab host is Geothelphusa dehaani and pleuropulmonary infection has been reported in humans. Blair et al 1999: found on nutria.  One of a few Paragonimus spp. that uses paratenic hosts.  Wild boar are experimental paratenic hosts for P. miyazakii in Japan.  Humans considered to be unsuitable hosts for P. miyazakii to mature in, and worms remain juvenile and eggs are rarely or never found.  Principal hosts are wild boars and mustelids in Japan.",1,Paragonimus miyazakii      ,1590,Paragonimus miyazakii      ,40,parasitizes wild carnivores and swine,"Blair et al., 1997",,VR,42675,,,,
Paragonimus kellicotti ,,0,,0/2,1,1,1,,VR,42675,,,,0,Paragonimus kellicotti      ,919,Paragonimus kellicotti      ,43,"lung fluke found in canids, felids, swine, and goats",Procop 2009,,VR,42675,,,,
Paragonimus ohirai ,,0,,2,1,2,1,,VR,42675,2,3,"According to Acha, Vol III, pg 140, P. ohirai has been reported in humans and also parasitizes wild carnivores, swine, and has experimentally been transmitted to dogs, cats, rodents, and rabbits.  Zero indication that humans are getting this from vertebrate reservoirs.  pg 144: ""The source of Paragonimus [not species specific] infection for man and other definitive hosts is freshwater crabs and crayfish containing parasite metacercariae.  Transmission results from the ingestion of raw or undercooked crustaceans, raw crabs marinated in wine, or custacean juices.  Paragonimiasis is a puvlic health problem in countries where it is customary to eat raw crustaceans or use them for supposedly therapeutic purposes."" <--NOT a vertebrate host.  Although, Acha does acknowledge ""It is possible that man may also become infected by eating meat from animals that are paratenic hosts carrying immature parasites, as evidenced by cases on the island of Kyushu, Japan, that occurred following the consumption of raw wild boar meat.  The hypothesis that there are paratenic hosts is reinforced by the fact that paragonims haver been observed in carnivores such as tigers and leopards that do not eat crustaceans.""   ...which would make me score it as a 2-2 or 2-3 (low confidence), but: Acha does note that ""Transmission is always cyclic--the infection cannot be transmitted directly from one definitive host to another.  The parasite must complete its natural cycles, and in order for this to happen the two intermediate hosts [specific spp of snails and crustaceans] must be present...The reservoir of Paragonimus spp. comprises man, domestic animals, and many species of wild animals.  In endemic areas of eastern Asia, the human infection rate is high enough that man can maintain the infection cycle alone through ongoing contamination of freshwater bodies with human feces.  In such areas, the role of animal definitive hosts may be of secondary importance."" So if we are conceding that humans are getting this from vertebrate hosts, there is facilitated human-to-human transmission?  Although, I don't think that P. ohirai is an important enough or common enough parasite, that there is truly human-to-human transmission, because it's not common enough.  !!!note that this is general Paragonimus spp. information, not P. ohirai specific!  However, from Blair et al. 1999, no indication that P. ohirai is zoonotic?",0,Paragonimus ohirai      ,988,Paragonimus ohirai      ,77,parasitizes wild carnivores and swine,"Blair et al., 1997",,VR,42675,,Acha,,
Paragonimus pulmonalis ,,0,,0/2,2,1,2,,VR,42675,,,,0,Paragonimus pulmonalis      ,181,Paragonimus pulmonalis      ,2,"found in humans, cats, tigers, and dogs",Fujino and Ishii 1982,,VR,42675,,,,
Paragonimus rudis ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paragonimus rudis      ,93,Paragonimus rudis      ,0,"Isolated from otter, also found in swine","Voelker et al., 1981",,VR,42675,,,,
Paragonimus westermani ,,0,,2,1,2,2,,VR,42675,2,2,"GIDEON: P. westermani infects wild and domestic felines.  Crabs and crayfish are hosts, with snail intermediates.  Blair et al. 1999: Best studied spp, as it infects millions of people in Asia.  Acha: P. westermani also parasitizes macaques, wild and domestic carnivores, swine, rodents, birds, and, experimentally, rabbits.  Park et al. 2001: humans infected by eating raw/undercooked crab or crayfish.  Acha: ""[In parts of Asia] wild animals have been parasitized by P. westermani in areas where there were no known human cases, which suggests that there may be a wild cycle independent of the domestic one.""  Liu et al 2008: good overview article.  Many mammals (incl humans) are definitive hosts in which sexual reproduction takes place, certain snails where asexual reproduction takes place and crabs + crayfish are intermediate hosts.  Image of lifecycle.  So non-human vertebrates are not transmitting the disease to humans, per se, but they may be a source of sexual reproduction which then sheds eggs into the environment (via sputum and feces) which then can enter snails, be shed into the water, and enter crabs/crayfish.  Depending on how you want to characterize this, there can even be human-to-human infection.",0,Paragonimus westermani      ,6290,Paragonimus westermani      ,324,"parazitizes macaques, wild and domestic carnivores, swine, and rodents",Gideon,,VR,42675,,Liu et al. 2008,,
Paragoniumus africanus ,,0,,0/2,1,1,1,,VR,42675,,,,1,Paragoniumus africanus      ,520,Paragoniumus africanus      ,0,"lung fluke, parasitizes monkeys, dogs, and rodents. Transmission is usually through eating raw or undercooked crustaceans, or sometimes hand contamination from preparing crustaceans. Infection might be possible from eating meat of paratenic hosts containing immature parasites (Acha vol 3 pg 144)","Friant et al., 2015",,VR,42675,,,,
Paraisotricha minuta ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paraisotricha minuta      ,37,Paraisotricha minuta      ,0,Ciliate found in the stomach of hippos and horses,Anette and Hoven 1980,,VR,42675,,,,
Paralibyostrongylus hebrenicutus ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paralibyostrongylus hebrenicutus      ,11,Paralibyostrongylus hebrenicutus      ,2,"nematode, normal host is african bush-tailed porcupine. ","Durette-Desset et al., 1992",,VR,42675,,,,
Paralibyostrongylus kalinae ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paralibyostrongylus kalinae      ,24,Paralibyostrongylus kalinae      ,1,nematode found in the stomach of gorillas,"Ashford et al., 1996",,VR,42675,,,,
Parallelorchis diglossus ,,0,,-1,3,-1,3,,VR,42675,,,,0,Parallelorchis diglossus      ,8,Parallelorchis diglossus      ,0,lung trematode of raccoons,"Bafundo et al., 1980",,VR,42675,,,,
Parametorchis complexus ,,0,,-1,3,-1,3,,VR,42675,,,,0,Parametorchis complexus      ,20,Parametorchis complexus      ,0,lung trematode of raccoons and cats,Harkema and Miller 1964,,VR,42675,,,,
Paramphistomum cervi ,,0,,-1,2,-1,2,,VR,42675,,,,0,Paramphistomum cervi      ,1600,Paramphistomum cervi      ,100,stomach trematode found in cattle and goats,"Rangel-Ruiz et al., 2003",,VR,42675,,,,
Paramphistomum epiclitum ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paramphistomum epiclitum      ,352,Paramphistomum epiclitum      ,50,trematode in the rumen of cattle,"Hanna et al., 1988",,VR,42675,,,,
Paramphistomum ichikawai ,,0,,-1,2,-1,2,,VR,42675,,,,0,Paramphistomum ichikawai      ,297,Paramphistomum ichikawai      ,3,trematode in the rumen of cattle and goats,"Rolfe et al., 1994",,VR,42675,,,,
Paramphistomum liorchis ,,0,,-1,2,-1,2,,VR,42675,,,,0,Paramphistomum liorchis      ,175,Paramphistomum liorchis      ,4,"trematode in deer, moose, and occasionally cattle",Prestwood 1970,,VR,42675,,,,
Paramphistomum cotylophorum ,,0,,-1,3,-1,2,,VR,42675,,,,0,Paramphistomum cotylophorum      ,611,Paramphistomum cotylophorum      ,10,cestode found in goats,Anderson 1983,,VR,42675,,,,
Paraoxyuronema atelis ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paraoxyuronema atelis      ,11,Paraoxyuronema atelis      ,1,pinworm found in spider monkeys,"Hugot et al., 1996",,VR,42675,,,,
Paraoxyuronema brachytelesi ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paraoxyuronema brachytelesi      ,16,Paraoxyuronema brachytelesi      ,1,pinworm found in Muriqui,"Hugot et al., 1996",,VR,42675,,,,
Paraoxyuronema duplicidens ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paraoxyuronema duplicidens      ,6,Paraoxyuronema duplicidens      ,1,pinworm found in w0olly monkey,"Pinto et al., 2013",,VR,42675,,,,
Paraoxyuronema lagothricis ,,0,,-1,3,-1,3,,VR,42675,,,,0,Paraoxyuronema lagothricis      ,13,Paraoxyuronema lagothricis      ,2,pinworm found in w0olly monkey,"Pinto et al., 2013",,VR,42675,,,,
Parapinnixa affinis ,,0,,,,-1,3,,VR,42675,,,,0,Parapinnixa affinis      ,57,Parapinnixa affinis      ,1,,"Thoma et al., 2005",,VR,42675,,,,
Paraplagiopyla kiboko ,,0,,,,-1,3,,VR,42675,,,,0,Paraplagiopyla kiboko      ,4,Paraplagiopyla kiboko      ,0,,Thurston and Grain 1971,,VR,42675,,,,
Parapoteriostomum euproctus ,,0,,-1,3,-1,3,,VR,42675,,,,0,Parapoteriostomum euproctus      ,50,Parapoteriostomum euproctus      ,4,equine parasite,Silva et al. 1999,,VR,42675,,,,
Parapoteriostomum mettami ,,0,,-1,3,-1,3,,VR,42675,,,,0,Parapoteriostomum mettami      ,60,Parapoteriostomum mettami      ,3,rare equine parasite,Chapman et al. 2003,,VR,42675,,,,
Parapoteriostomum schuermanni ,,0,,-1,3,-1,3,,VR,42675,,,,0,Parapoteriostomum schuermanni      ,12,Parapoteriostomum schuermanni      ,0,"nematode parasite, natural host is zebra but has also rarely transmitted to donkeys","Matthee et al., 2000",,VR,42675,,,,
Parapoxvirus Bovine papular stomatitis virus   ,,0,,3,1,2,1,,VR,42675,2,1,"Transmitted to people via skin abrasions, lacerations, or bites from infected cattle--causes localized skin infections in people.  Not that common in humans and no indication that it can be transmitted between them, but is considered to be a neglected zoonoses, hence my only scoring it a ""1"" vs. ""2""--not well enough studied in people to say with any confidence that it can't be transmitted human-to-human (although I found no reports saying that it could be);  Original scorers scored this disease a 3 because it is ""frequently transmitted to humans"" but that's from cattle, not from other humans.  Hence my lower score.",0,Parapoxvirus Bovine papular stomatitis virus   ,802,Parapoxvirus Bovine papular stomatitis virus   ,48,on the mouth and udders of milk cows.  Farmers working with the cows can get lesions on their hands from direct contact with infected material.,"Sant'Ana et al., 2012",,VR,42675,,MacNeil et al. 2010,Dal Pozzo et al. 2011,
Parapoxvirus Pseudocowpox virus     ,,0,,3,1,2,1,,VR,42675,2,1,"In humans, the disease is self-limiting except in immuno-comprimised people.  Acha Vol 2, pg 80 does explain that the virus is rare in people but is obtained via handling contaminated animals.  Again, no indication whatsoever that it is transmitted between people. Scoring this a 2 instead of a 1 (even though no sources say it definitively not transmitted between humans) because it seems fairly well-studied and there is no mention in any of the multiple articles I read that this is transmitted between people.",0,Parapoxvirus Pseudocowpox virus     ,767,Parapoxvirus Pseudocowpox virus     ,39,"causes contagious Ecthyma, usually in goats or sheep.  Transmitted by contact with infected wool or lesions on the animals.  Humans also get lesions",Haig and McInnes 2002,,VR,42675,,Lederman et al. 2007,Haig & McInnes 2002,
Pararhabdonema longistriata ,,0,,-1,2,-1,3,,VR,42675,,,,0,Pararhabdonema longistriata      ,7,Pararhabdonema longistriata      ,0,lemur parasite,Irwin and Raharison 2009,,VR,42675,,,,
Parascaris equorum ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parascaris equorum      ,3370,Parascaris equorum      ,303,nematode parasite of horses ,Hearn and Peregrine 2003,,VR,42674,,,,
Parelaphostrongylus andersoni ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parelaphostrongylus andersoni      ,795,Parelaphostrongylus andersoni      ,26,muscle dwelling nematode of caribou and white-tailed deer,Prestwood 1973,,VR,42674,,,,
Parelaphostrongylus odocoilei ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parelaphostrongylus odocoilei      ,1040,Parelaphostrongylus odocoilei      ,41,muscle dwelling nematode of many different sheep and deer,"Jenkins et al., 2005",,VR,42674,,,,
Parelaphostrongylus tenuis ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parelaphostrongylus tenuis      ,1090,Parelaphostrongylus tenuis      ,148,"brain worm nematode, usually snail and white tail deers hosts. Can accidentally infect livestock or camelids.","Slomke et al., 1995",,VR,42674,,,,
Parentodinium africanum ,,0,,-1,2,-1,3,,VR,42674,,,,0,Parentodinium africanum      ,56,Parentodinium africanum      ,6,"rumen ciliate in Africa, brasil, and the u.s.","Ito et al., 2002",,VR,42674,,,,
Parentodinium ostrea ,,0,,-1,3,-1,3,,VR,42674,,,,0,Parentodinium ostrea      ,4,Parentodinium ostrea      ,1,ciliate found in hippos,Thurston and Noirot-Timothee 1973,,VR,42674,,,,
Parvovirus Porcine parvovirus     ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parvovirus Porcine parvovirus     ,22600,Parvovirus Porcine parvovirus     ,902,"does not infect humans, even when directly transmitted by blood infusion","Allan et al., 1999",,VR,42674,,,,
Parvovirus Aleutiandiseasevirus ,,0,,2,2,2,2,,VR,42674,2,2,"Jespen et al. 2009 (a CDC dispatch) describe two mink farmers with a vacular disease and microangiopathy similar to that in mink with Aleutian disease.  Middling confidence because only described in one article and they were not confident, either.  Critical part: ""Histopathologic features like those in AMDV-infected mink have been described for 2 patients in the early 1960s (10). Exposed laboratory workers have had persistent anti-AMDV antibodies for up to 18 months; however, injection of their antibody-positive blood into Aleutian mink caused neither lesions nor AMDV-antibody production (11). In vitro studies have demonstrated a permissive infection (production of infectious progeny) of human macrophages with the Utah I strain of AMDV (12). We report finding anti-AMDV antibodies and AMDV genome in tissue from 2 mink farmers with relevant virus exposure and clinical disease similar to that in mink with AD.""",0,Parvovirus Aleutiandiseasevirus      ,606,Parvovirus Aleutiandiseasevirus      ,0,has caused leasions and antibodies in the blood of mink farmers,Jepsen et al. 2009,,VR,42674,,Jespen et al. 2009,,
Parvovirus Felinepanleukopeniavirus ,,0,,-1,1,-1,1,,VR,42674,,,,0,Parvovirus Felinepanleukopeniavirus      ,2700,Parvovirus Felinepanleukopeniavirus      ,0,"Also known as feline distemper. Can be transmitted to many different wild carnivore hosts, but all found reports of humans exams failed to find any parvovirus antibodies ",Truyen and Parrish 1992,,VR,42674,,,,
Passalurus nonannulatus ,,0,,-1,3,-1,3,,VR,42674,,,,0,Passalurus nonannulatus      ,17,Passalurus nonannulatus      ,0,nematode that parasitizes hares and coyotes,"Tizzani et al., 2002",,VR,42674,,,,
